x,Cp
0.0052840442634548,2.9372093134366875
0.0052840442634548,2.832558145744032
0.0066050442430116,2.76558135485866
0.0072655220601763,2.6693022904180124
0.0072655220601763,2.6106976730460563
0.0092470442021253,2.5060464702226968
0.0105680441816821,2.426511612286069
0.0105680441816821,2.346976754349441
0.011889044161239,2.2799999985947723
0.0145310441203527,2.2004650703967377
0.0178335662418585,2.112558074077397
0.0217965661805291,2.01627900963675
0.0250990883020349,1.9325580473780624
0.0297226104030976,1.857209293763494
0.0343461325041603,1.7944185018080718
0.0416116545643367,1.7106976800721974
0.0541611765427405,1.647906888116775
0.0680316985007011,1.6060464069874314
0.0785997426823833,1.589302270744819
0.0937913089651282,1.5767441685628594
0.1050198309639752,1.5725581345022062
0.1215323972262768,1.568372100441553
0.131439919245567,1.568372100441553
0.1472919633454766,1.5641859258580877
0.1571994853647667,1.559999891797435
0.1737120516270684,1.559999891797435
0.1822985736668017,1.568372100441553
0.2014530955429898,1.5725581345022062
0.2140026618666209,1.5851162366841662
0.2252311838654679,1.5976743388661254
0.2344782280675932,1.6018603729267782
0.2496697500051107,1.5725581345022062
0.2556142720857303,1.5223255852515565
0.2642007941254635,1.4260463802880974
0.2681638384093615,1.371627796976794
0.272126838348032,1.2711626984754942
0.2747688383071457,1.2209301492248437
0.2820343603673221,1.1162790166628906
0.2859973603059927,1.0660464674122403
0.2919418823866122,0.9655812283881288
0.2965654044876749,0.9111626450768252
0.3038309265478513,0.8148837211589908
0.3091149264660786,0.7730230995068346
0.3196830149929883,0.6851162437103064
0.3269485370531647,0.6432556220581498
0.3421400589906821,0.5972091068681533
0.3513871031928076,0.5720929025042345
0.3652575808055407,0.5427905235568504
0.3764861471496151,0.5302325618977033
0.3916776690871326,0.5134881446094659
0.4002642354720933,0.5093022510716247
0.4187582351858891,0.4883719402455471
0.4280052793880145,0.4799998721242409
0.4438573678331516,0.4632557358816282
0.4616908897297828,0.4465115996390161
0.4801849781340335,0.4297674633964028
0.5079260220499546,0.4046509779868594
0.5462351544927856,0.3627906373803284
0.5918098089957929,0.3167441221903309
0.623513897195612,0.287441743242947
0.6565389410297608,0.2539534707577222
0.6822985514941878,0.2413952280529505
0.7073975954509956,0.2079069555677251
0.7397622501584343,0.1869766447416467
0.7688243383991399,0.1660463339155691
0.7978864266398454,0.1367439549681848
0.8282694705148803,0.1158139251877314
0.8513870810201938,0.0990697889451186
0.8718626028759388,0.0781394781190405
0.8890356469554052,0.0697674099977343
0.9128137352778832,0.0530232737551221
0.9385733457423104,0.0362788564668845
0.9702774339421296,0.0111626521029657
